station_id,date,tmax,tmin,tm,rrr24,Q,
19068,1388/03/21,33.9,9,21.45,,0,
19068,1388/03/22,34.4,10.9,22.65,,0,
19068,1388/03/23,35.4,11.6,23.5,,0,
19068,1388/03/24,34.8,13,23.9,,0,
19068,1388/03/25,34,10.5,22.25,,0,
19068,1388/03/26,33,11.1,22.05,,0,
19068,1388/03/27,35.8,15.1,25.45,,0,
19068,1388/03/28,33.8,18.9,26.35,,0,
19068,1388/03/29,33.3,14.6,23.95,,0,
19068,1388/03/30,32.1,14.8,23.45,,0,
19068,1388/03/31,34.2,14.1,24.15,,0,
19068,1388/04/01,34.5,14,24.25,,0,
19068,1388/04/02,34.8,14.6,24.7,,0,
19068,1388/04/03,35.1,13.5,24.3,,0,
19068,1388/04/04,35.4,11.7,23.55,,0,
19068,1388/04/05,35.8,12.7,24.25,,0.011,
19068,1388/04/06,36.8,12.7,24.75,,0.008,
19068,1388/04/07,38.7,14.7,26.7,,0.014,
19068,1388/04/08,38,11,24.5,,0.016,
19068,1388/04/09,39.3,11.8,25.55,,0.02,
19068,1388/04/10,40.5,11.7,26.1,,0.024,
19068,1388/04/11,40.8,10.4,25.6,,0.029,
19068,1388/04/12,39.9,12.6,26.25,,0.034,
19068,1388/04/13,38.1,18.3,28.2,,0.014,
19068,1388/04/14,34.7,19.3,27,,0.02,
19068,1388/04/15,32.8,16.1,24.45,,0.014,
19068,1388/04/16,34.1,14.5,24.3,,0.011,
19068,1388/04/17,35.5,15.3,25.4,,0.02,
19068,1388/04/18,35.7,14.5,25.1,,0.034,
19068,1388/04/19,36.3,15.7,26,,0.04,
19068,1388/04/20,38.2,15,26.6,,0.019,
19068,1388/04/21,39,14.4,26.7,,0.007,
19068,1388/04/22,40.6,14.5,27.55,,0.005,
19068,1388/04/23,39.6,17.4,28.5,,0.002,
19068,1388/04/24,38.2,15.6,26.9,,0,
19068,1388/04/25,36.9,11.5,24.2,,0,
19068,1388/04/26,38.2,11,24.6,,0,
19068,1388/04/27,38.2,11.6,24.9,,0,
19068,1388/04/28,39.3,13.3,26.3,,0,
19068,1388/04/29,38.5,13.7,26.1,,0,
19068,1388/04/30,37.5,14.5,26,,0,
19068,1388/04/31,37.7,13.3,25.5,,0,
19068,1388/05/01,38.2,16.1,27.15,,0,
19068,1388/05/02,37.9,15.5,26.7,,0,
19068,1388/05/03,38.6,15.2,26.9,,0,
19068,1388/05/04,38.4,15,26.7,,0,
19068,1388/05/05,36.7,14.2,25.45,,0,
19068,1388/05/06,38.6,15.7,27.15,,0,
19068,1388/05/07,39.2,15.5,27.35,,0,
19068,1388/05/08,39.8,13.9,26.85,,0,
19068,1388/05/09,38.7,13.4,26.05,,0,
19068,1388/05/10,36.8,11.6,24.2,,0,
19068,1388/05/11,35.3,11.8,23.55,,0,
19068,1388/05/12,35.4,11.3,23.35,,0,
19068,1388/05/13,37.2,11,24.1,,0,
19068,1388/05/14,36.1,10.4,23.25,,0,
19068,1388/05/15,37,13.9,25.45,,0,
19068,1388/05/16,38.7,14.6,26.65,,0,
19068,1388/05/17,36.5,12,24.25,,0,
19068,1388/05/18,35.2,10.5,22.85,,0,
19068,1388/05/19,35.9,12,23.95,,0,
19068,1388/05/20,35,11.1,23.05,,0,
19068,1388/05/21,32.7,11.5,22.1,,0,
19068,1388/05/22,35.2,10.6,22.9,,0,
19068,1388/05/23,36.6,10.2,23.4,,0,
19068,1388/05/24,37.2,11.8,24.5,,0,
19068,1388/05/25,37.5,11,24.25,,0,
19068,1388/05/26,37.9,14.6,26.25,,0,
19068,1388/05/27,38,16.5,27.25,,0,
19068,1388/05/28,38.1,14,26.05,,0,
19068,1388/05/29,38.3,15.1,26.7,,0,
19068,1388/05/30,39.3,13.3,26.3,,0,
19068,1388/05/31,38.3,12.1,25.2,,0,
19068,1388/06/01,37.7,13.6,25.65,,0,
19068,1388/06/02,38,16.7,27.35,,0,
19068,1388/06/03,37.1,9.5,23.3,,0,
19068,1388/06/04,36.7,11.9,24.3,,0,
19068,1388/06/05,38.5,11.7,25.1,,0,
19068,1388/06/06,34.9,9.5,22.2,,0,
19068,1388/06/07,35.1,10.8,22.95,,0,
19068,1388/06/08,35.5,9.3,22.4,,0,
19068,1388/06/09,34.2,11.1,22.65,,0,
19068,1388/06/10,34.7,9.1,21.9,0,0,
19068,1388/06/11,35.2,10.3,22.75,0,0,
19068,1388/06/12,35.4,8.4,21.9,0,0,
19068,1388/06/13,35.8,9.2,22.5,0,0,
19068,1388/06/14,36.6,10.3,23.45,0,0,
19068,1388/06/15,34.2,8.1,21.15,0,0,
19068,1388/06/16,36.2,9.4,22.8,0,0,
19068,1388/06/17,33.4,11.3,22.35,0,0,
19068,1388/06/18,33.6,8.7,21.15,0,0,
19068,1388/06/19,34.3,10.8,22.55,0,0,
19068,1388/06/20,31,7.7,19.35,0,0,
19068,1388/06/21,31.6,6.9,19.25,0,0,
19068,1388/06/22,32.8,9.2,21,0,0,
19068,1388/06/23,33.8,11.8,22.8,0,0,
19068,1388/06/24,32.5,7.9,20.2,0,0,
19068,1388/06/25,31.2,9.7,20.45,0,0,
19068,1388/06/26,30.7,12.3,21.5,0,0,
19068,1388/06/27,28.8,12.6,20.7,0,0,
19068,1388/06/28,29.4,8.2,18.8,0,0,
19068,1388/06/29,29.2,13.9,21.55,0,0,
19068,1388/06/30,26,9.9,17.95,10,0,
19068,1388/06/31,27.2,9.1,18.15,0,0,
19068,1388/07/01,27.6,7.2,17.4,0,0.329,
19068,1388/07/02,27.5,8.3,17.9,0,0.537,
19068,1388/07/03,26.3,4.3,15.3,0,0.498,
19068,1388/07/04,28.4,4.1,16.25,0,0.326,
19068,1388/07/05,28.2,4.1,16.15,0,0.484,
19068,1388/07/06,29.3,5.2,17.25,0,0.484,
19068,1388/07/07,27.9,5.2,16.55,0,0.313,
19068,1388/07/08,26,1,13.5,0,0.257,
19068,1388/07/09,27.6,7.2,17.4,,0.225,
19068,1388/07/10,27.5,8.3,17.9,,0.2,
19068,1388/07/11,26.3,4.3,15.3,,0.252,
19068,1388/07/12,28.4,4.1,16.25,,0.305,
19068,1388/07/13,28.2,4.1,16.15,,0.203,
19068,1388/07/14,29.3,5.2,17.25,,0.222,
19068,1388/07/15,27.9,5.2,16.55,,0.245,
19068,1388/07/16,25.9,1,13.45,,0.245,
19068,1388/07/17,26.9,1.9,14.4,,0.271,
19068,1388/07/18,26.7,3.7,15.2,,0.161,
19068,1388/07/19,29.2,1.3,15.25,,0.161,
19068,1388/07/20,30.8,2.1,16.45,,0.2,
19068,1388/07/21,32.2,3.2,17.7,,0.2,
19068,1388/07/22,31.9,4.4,18.15,,0.161,
19068,1388/07/23,30.5,5,17.75,,0.161,
19068,1388/07/24,26.6,4.9,15.75,,0.144,
19068,1388/07/25,28.5,7.9,18.2,,0.212,
19068,1388/07/26,29.4,6.5,17.95,,0.161,
19068,1388/07/27,29.2,4.4,16.8,,0.2,
19068,1388/07/28,25.8,3.1,14.45,,0.182,
19068,1388/07/29,27.4,2.5,14.95,,0.044,
19068,1388/07/30,28.6,5.7,17.15,,0.068,
19068,1388/08/01,29,2.5,15.75,,0.089,
19068,1388/08/02,28,3.8,15.9,,0.128,
19068,1388/08/03,29.6,2.7,16.15,,0.161,
19068,1388/08/04,29.4,3.9,16.65,,0.301,
19068,1388/08/05,29,4.5,16.75,,0.356,
19068,1388/08/06,27.7,3.3,15.5,,0.297,
19068,1388/08/07,26.3,0.6,13.45,,0.311,
19068,1388/08/08,26.9,0.8,13.85,,0.855,
19068,1388/08/09,19.6,5.5,12.55,4,2.23,
,1388/08/10,,,,,0.808,
19068,1388/08/11,19.5,11.3,15.4,7,0.326,
19068,1388/08/12,18.2,10.3,14.25,11,0.389,
19068,1388/08/13,19,2.6,10.8,2,0.356,
19068,1388/08/14,18.4,1.9,10.15,0,0.271,
19068,1388/08/15,20.4,6.2,13.3,0,0.144,
19068,1388/08/16,22.1,2.4,12.25,0,0.089,
19068,1388/08/17,22.9,1.8,12.35,0,0.065,
19068,1388/08/18,21.4,0.3,10.85,0,0.065,
19068,1388/08/19,23.7,3.2,13.45,0,0.076,
19068,1388/08/20,22.4,0.5,11.45,0,0.093,
19068,1388/08/21,21.4,1,11.2,0,0.087,
19068,1388/08/22,21.9,1.4,11.65,0,0.087,
19068,1388/08/23,22.7,3.7,13.2,0,0.087,
19068,1388/08/24,19.5,2.5,11,0,0.081,
19068,1388/08/25,20.2,4.1,12.15,0,0.093,
19068,1388/08/26,19.7,7.9,13.8,13,0.081,
19068,1388/08/27,11.3,6.6,8.95,19,0.357,
19068,1388/08/28,8.9,4.2,6.55,3,0.361,
19068,1388/08/29,10.9,0.2,5.55,0,0.59,
19068,1388/08/30,12,-0.1,5.95,0,0.229,
19068,1388/09/01,11.5,1,6.25,0,0.144,
19068,1388/09/02,12.3,-2.3,5,0,0.087,
19068,1388/09/03,12.7,-2.7,5,0,0.087,
19068,1388/09/04,14.1,-2.9,5.6,0,0.058,
19068,1388/09/05,10.2,4.8,7.5,3,0.056,
19068,1388/09/06,12.1,1.2,6.65,0,0.065,
19068,1388/09/07,12.9,1.6,7.25,0,0.076,
19068,1388/09/08,10,4.4,7.2,1,0.076,
19068,1388/09/09,10.9,-2.1,4.4,0,0.076,
19068,1388/09/10,12.9,-0.9,6,0,0.056,
19068,1388/09/11,13,-3.1,4.95,0,0.029,
19068,1388/09/12,11.9,-4.5,3.7,0,0.012,
19068,1388/09/13,12.1,-5.9,3.1,0,0.017,
19068,1388/09/14,12.6,-3.7,4.45,0,0.023,
19068,1388/09/15,10.2,3.3,6.75,0,0.028,
19068,1388/09/16,12.4,4.4,8.4,5.4,0.048,
19068,1388/09/17,12.1,-0.3,5.9,4,0.099,
19068,1388/09/18,11.1,1.9,6.5,4.3,0.144,
19068,1388/09/19,9.8,-2,3.9,0,0.144,
19068,1388/09/20,11.5,0.8,6.15,0,0.078,
19068,1388/09/21,11.7,-2.9,4.4,0,0.065,
19068,1388/09/22,10.5,4.9,7.7,0,0.048,
19068,1388/09/23,10.4,0.7,5.55,0,0.048,
19068,1388/09/24,10.7,2.2,6.45,0,0.024,
19068,1388/09/25,12.3,-0.8,5.75,0,0.019,
19068,1388/09/26,13.2,3.8,8.5,5.2,0.019,
19068,1388/09/27,11.4,3.1,7.25,3,0.019,
19068,1388/09/28,11.7,5.6,8.65,0,0.1,
19068,1388/09/29,12.8,5.3,9.05,0,0.076,
19068,1388/09/30,14,1.9,7.95,0,0.068,
19068,1388/10/01,13.6,2.8,8.2,0,0.041,
19068,1388/10/02,15.7,0.5,8.1,0,0.034,
19068,1388/10/03,13.5,-1.4,6.05,0,0.034,
19068,1388/10/04,16,2.5,9.25,0,0.015,
19068,1388/10/05,13.7,2.9,8.3,0,0.014,
19068,1388/10/06,14.6,4,9.3,0,0.015,
19068,1388/10/07,15,-2.3,6.35,0,0.017,
19068,1388/10/08,14.7,-2.1,6.3,0,0.034,
19068,1388/10/09,13.7,3.2,8.45,3,0.023,
19068,1388/10/10,13.9,4.8,9.35,2.5,0.034,
19068,1388/10/11,9.4,-0.6,4.4,0,0.048,
19068,1388/10/12,10.8,-4.2,3.3,0,0.076,
19068,1388/10/13,14.6,-3.2,5.7,0,0.076,
19068,1388/10/14,14,2.8,8.4,0,0.055,
19068,1388/10/15,11.7,1.4,6.55,0,0.049,
19068,1388/10/16,14.2,-4.4,4.9,0,0.078,
19068,1388/10/17,14.5,-4.6,4.95,0,0.065,
19068,1388/10/18,16.9,-5.8,5.55,0,0.087,
19068,1388/10/19,17.8,-5.4,6.2,0,0.015,
19068,1388/10/20,14.9,2,8.45,0,0.034,
19068,1388/10/21,14.6,-7.2,3.7,0,0.041,
19068,1388/10/22,15.8,-6,4.9,0,0.041,
19068,1388/10/23,14.4,4,9.2,0,0.029,
19068,1388/10/24,15.2,4.4,9.8,0,0.034,
19068,1388/10/25,15.6,4.2,9.9,0,0.041,
19068,1388/10/26,17.2,-2,7.6,2.5,0.048,
19068,1388/10/27,17.3,-1.4,7.95,0,0.048,
19068,1388/10/28,17.9,2,9.95,0,0.087,
19068,1388/10/29,16.8,7.4,12.1,0,0.034,
19068,1388/10/30,16.6,2,9.3,10,0.034,
19068,1388/11/01,8,3.6,5.8,8,0.09,
19068,1388/11/02,9.8,2.2,6,0,0.144,
19068,1388/11/03,9.6,-3.2,3.2,0,0.252,
19068,1388/11/04,12.9,-5.2,3.85,0,0.113,
19068,1388/11/05,12.9,6.2,9.55,9,0.099,
19068,1388/11/06,5.4,0.4,2.9,1,0.78,
19068,1388/11/07,5.8,-5.8,0,0,0.278,
19068,1388/11/08,7.8,-6.5,0.65,0,0.181,
19068,1388/11/09,12.2,-6.4,2.9,0,0.078,
19068,1388/11/10,12.4,1.4,6.9,7.5,0.034,
19068,1388/11/11,16,3.5,9.75,0,0.058,
19068,1388/11/12,,,,,0.078,
19068,1388/11/13,15.7,0.5,8.1,0,0.078,
19068,1388/11/14,14.8,5.2,10,20,0.065,
19068,1388/11/15,9.2,2.4,5.8,4,0.163,
19068,1388/11/16,5,-1.5,1.75,2,7.13,
19068,1388/11/17,3,-5.4,-1.2,6,2,
19068,1388/11/18,-0.5,-5,-2.75,0,0.391,
19068,1388/11/19,13,10,11.5,0,0.222,
19068,1388/11/20,5,-7.3,-1.15,0,0.115,
19068,1388/11/21,8.6,-2,3.3,0,0.065,
19068,1388/11/22,12,-4.8,3.6,0,0.072,
19068,1388/11/23,13,-3.6,4.7,0,0.056,
19068,1388/11/24,15.3,-3.4,5.95,0,0.06,
19068,1388/11/25,17.4,-2.8,7.3,0,0.06,
19068,1388/11/26,19.4,-2.8,8.3,0,0.06,
19068,1388/11/27,20,-0.2,9.9,0,0.065,
19068,1388/11/28,20.2,7.2,13.7,0,0.07,
19068,1388/11/29,21.4,3.4,12.4,0,0.07,
19068,1388/11/30,21.6,8.1,14.85,0,0.081,
19068,1388/12/01,15.6,4.2,9.9,0,0.07,
19068,1388/12/02,16.6,-3.4,6.6,0,0.082,
19068,1388/12/03,18,2.5,10.25,0,0.052,
19068,1388/12/04,13.2,0.2,6.7,0,0.048,
19068,1388/12/05,13.8,-0.3,6.75,0,0.056,
19068,1388/12/06,15.4,-5,5.2,0,0.04,
19068,1388/12/07,6.8,-3.1,1.85,31,0.062,
19068,1388/12/08,10.8,4,7.4,10,0.384,
19068,1388/12/09,11.6,2.8,7.2,1,0.44,
19068,1388/12/10,10.4,5,7.7,8.2,0.326,
19068,1388/12/11,11,2.8,6.9,0,10.7,
19068,1388/12/12,13,0,6.5,5.5,17.6,
19068,1388/12/13,12.9,1.8,7.35,0,3.04,
19068,1388/12/14,13.6,2.2,7.9,0,1.38,
19068,1388/12/15,18.8,4.4,11.6,0,1.2,
19068,1388/12/16,19.8,0,9.9,0,0.343,
19068,1388/12/17,21.4,0,10.7,0,0.163,
19068,1388/12/18,22.4,2,12.2,0,0.093,
19068,1388/12/19,25.4,3,14.2,0,0.087,
19068,1388/12/20,25.8,3.2,14.5,0,0.093,
19068,1388/12/21,26.6,3,14.8,0,0.075,
19068,1388/12/22,25.6,3,14.3,0,0.065,
19068,1388/12/23,26.9,10,18.45,0,0.056,
19068,1388/12/24,27.9,11.1,19.5,0,0.056,
19068,1388/12/25,27.7,10,18.85,0,0.07,
19068,1388/12/26,26,8.8,17.4,0,0.048,
19068,1388/12/27,22.5,13.9,18.2,4,0.076,
19068,1388/12/28,15.4,2.4,8.9,0,0.062,
19068,1388/12/29,17.1,-3.2,6.95,0,0.161,
19068,1389/01/01,16.4,5.2,10.8,0,0.068,
19068,1389/01/02,17.2,-5.6,5.8,0,0.056,
19068,1389/01/03,19.8,-4.4,7.7,0,0.772,
19068,1389/01/04,19.9,4.8,12.35,0,0.024,
19068,1389/01/05,19.6,6,12.8,0,0.035,
19068,1389/01/06,19.4,1.6,10.5,9.5,0.095,
19068,1389/01/07,14.8,7.8,11.3,0,0.206,
19068,1389/01/08,14.8,4.6,9.7,0,0.305,
19068,1389/01/09,19.9,0.8,10.35,0,0.198,
19068,1389/01/10,21.8,0,10.9,12.5,0.198,
19068,1389/01/11,20.6,4,12.3,0,0.309,
19068,1389/01/12,18.3,-1.3,8.5,0,0.341,
19068,1389/01/13,19.9,-0.4,9.75,0,0.182,
19068,1389/01/14,20.4,-1.1,9.65,0,0.182,
19068,1389/01/15,24.8,1,12.9,0,0.11,
19068,1389/01/16,24.1,5,14.55,1,0.1,
19068,1389/01/17,23.4,2.2,12.8,0,0.168,
19068,1389/01/18,23.8,2,12.9,6,0.23,
19068,1389/01/19,22.6,10,16.3,3,0.215,
19068,1389/01/20,22.4,12.8,17.6,0,0.38,
19068,1389/01/21,22.7,1,11.85,0,0.333,
19068,1389/01/22,20.2,0.2,10.2,0,0.23,
19068,1389/01/23,25.8,4,14.9,18,0.168,
19068,1389/01/24,19.2,10,14.6,2,0.23,
19068,1389/01/25,21.4,4.6,13,0,0.333,
19068,1389/01/26,21.9,4.8,13.35,0,0.309,
19068,1389/01/27,24.4,3.3,13.85,0,0.269,
19068,1389/01/28,23.9,4.1,14,0,0.183,
19068,1389/01/29,16.4,8,12.2,1,0.288,
19068,1389/01/30,22.5,6,14.25,0,0.449,
19068,1389/01/31,22.8,4.6,13.7,0,0.288,
19068,1389/02/01,25.6,4,14.8,0,0.232,
19068,1389/02/02,21.6,10.5,16.05,12,0.186,
19068,1389/02/03,15.4,10,12.7,12,0.949,
19068,1389/02/04,20.6,5.8,13.2,4,0.823,
19068,1389/02/05,20.2,3.3,11.75,0,2.21,
19068,1389/02/06,22.8,3.4,13.1,0,0.592,
19068,1389/02/07,24.8,5.5,15.15,0,0.285,
19068,1389/02/08,24.5,11.3,17.9,5,0.144,
19068,1389/02/09,25,10,17.5,0,0.087,
19068,1389/02/10,24.8,5.2,15,0,0.087,
19068,1389/02/11,23.8,9.8,16.8,19,0.048,
19068,1389/02/12,18.4,11.5,14.95,4,0.12,
19068,1389/02/13,19,10.8,14.9,3,1.55,
19068,1389/02/14,20.4,3.7,12.05,0,1.71,
19068,1389/02/15,20.4,4.8,12.6,0,1.65,
19068,1389/02/16,23.8,5,14.4,0,2.17,
19068,1389/02/17,24.2,3.7,13.95,0,1.02,
19068,1389/02/18,25.8,5.3,15.55,0,0.536,
19068,1389/02/19,28.8,6.3,17.55,0,0.099,
19068,1389/02/20,29.8,15.7,22.75,0,0.087,
19068,1389/02/21,28.1,6.8,17.45,0,0.056,
19068,1389/02/22,29.6,12.2,20.9,0,0.034,
19068,1389/02/23,30.4,9.7,20.05,0,0.048,
19068,1389/02/24,29.5,12.5,21,0,0.065,
19068,1389/02/25,28.3,8.2,18.25,0,0.181,
19068,1389/02/26,29.8,7.5,18.65,0,0.271,
19068,1389/02/27,30.2,9,19.6,0,0.181,
19068,1389/02/28,30.3,12.9,21.6,0,0.048,
19068,1389/02/29,32.5,12.1,22.3,0,0.056,
19068,1389/02/30,31.2,14.2,22.7,0,0.065,
19068,1389/02/31,29.2,4.5,16.85,0,0.04,
19068,1389/03/01,28.4,4.5,16.45,0,0.041,
19068,1389/03/02,29.9,5.9,17.9,0,0.039,
19068,1389/03/03,31.9,10.1,21,0,0.037,
19068,1389/03/04,30.4,5.5,17.95,0,0.034,
19068,1389/03/05,30.6,5,17.8,0,0.032,
19068,1389/03/06,31.3,5.7,18.5,0,0.03,
19068,1389/03/07,34.4,6,20.2,0,0.028,
19068,1389/03/08,34.6,10.8,22.7,0,0.026,
19068,1389/03/09,33.1,8.5,20.8,0,0.023,
19068,1389/03/10,32.2,7.8,20,0,0.021,
19068,1389/03/11,32.4,9.1,20.75,,0.019,
19068,1389/03/12,34.1,13.7,23.9,,0.017,
19068,1389/03/13,35.9,10.6,23.25,,0.014,
19068,1389/03/14,38,10.5,24.25,,0.012,
19068,1389/03/15,37.6,12.7,25.15,,0.01,
19068,1389/03/16,37.4,11.4,24.4,,0,
19068,1389/03/17,35.6,12,23.8,,0,
19068,1389/03/18,36.1,11.5,23.8,,0,
19068,1389/03/19,33,11,22,,0,
19068,1389/03/20,34.2,12.6,23.4,,0,
19068,1389/03/21,34.7,7.6,21.15,,0,
19068,1389/03/22,36.7,11.8,24.25,,0,
19068,1389/03/23,37.2,10.3,23.75,,0,
19068,1389/03/24,37.9,8.8,23.35,,0,
19068,1389/03/25,39.7,14.6,27.15,,0,
19068,1389/03/26,40.5,16.2,28.35,,0,
19068,1389/03/27,37.6,12.6,25.1,,0,
19068,1389/03/28,34.5,12,23.25,,0,
19068,1389/03/29,34.8,12.9,23.85,,0,
19068,1389/03/30,36.6,14.5,25.55,,0,
19068,1389/03/31,36.1,15,25.55,,0,
19068,1389/04/01,35.3,13.1,24.2,,0,
19068,1389/04/02,34,10.5,22.25,,0,
19068,1389/04/03,35.1,16.8,25.95,,0,
19068,1389/04/04,32.7,9.1,20.9,,0,
19068,1389/04/05,32.4,9.7,21.05,,0,
19068,1389/04/06,33.2,10.7,21.95,,0,
19068,1389/04/07,35.2,10.9,23.05,,0,
19068,1389/04/08,37.1,10,23.55,,0,
19068,1389/04/09,38.1,10.7,24.4,,0,
19068,1389/04/10,38.4,9.5,23.95,,0,
19068,1389/04/11,38.6,12.6,25.6,,0,
19068,1389/04/12,41.2,12.1,26.65,,0,
19068,1389/04/13,42.4,13.6,28,,0,
19068,1389/04/14,42,13.9,27.95,,0,
19068,1389/04/15,39.2,14.2,26.7,,0,
19068,1389/04/16,39.2,13.5,26.35,,0,
19068,1389/04/17,42.5,14.3,28.4,,0,
19068,1389/04/18,41.6,12.9,27.25,,0,
19068,1389/04/19,43.9,14.4,29.15,,0,
19068,1389/04/20,44.4,15.9,30.15,,0,
19068,1389/04/21,43.8,14.2,29,,0,
19068,1389/04/22,42.7,20.8,31.75,,0,
19068,1389/04/23,41.6,13.4,27.5,,0,
19068,1389/04/24,39,14.1,26.55,,0,
19068,1389/04/25,39.4,13.8,26.6,,0,
19068,1389/04/26,39.8,10.8,25.3,,0,
19068,1389/04/27,40,12.6,26.3,,0,
19068,1389/04/28,40,15.6,27.8,,0,
19068,1389/04/29,41,13.3,27.15,,0,
19068,1389/04/30,41.9,14.2,28.05,,0,
19068,1389/04/31,41.3,19.4,30.35,,0,
19068,1389/05/01,39.1,16.9,28,,0,
19068,1389/05/02,38.4,12.9,25.65,,0,
19068,1389/05/03,37.3,13.4,25.35,,0,
19068,1389/05/04,38.8,14.2,26.5,,0,
19068,1389/05/05,42.8,17,29.9,,0,
19068,1389/05/06,41.2,21.3,31.25,,0,
19068,1389/05/07,39.6,19.6,29.6,,0,
19068,1389/05/08,39.5,19.3,29.4,,0,
19068,1389/05/09,39.2,19.1,29.15,,0,
19068,1389/05/10,38.4,20.2,29.3,,0,
19068,1389/05/11,36.5,16.6,26.55,,0,
19068,1389/05/12,36.6,13.6,25.1,,0,
19068,1389/05/13,35.6,14.4,25,,0,
19068,1389/05/14,37.4,11.9,24.65,,0,
19068,1389/05/15,39.6,13.8,26.7,,0,
19068,1389/05/16,38.2,14,26.1,,0,
19068,1389/05/17,39.7,16.5,28.1,,0,
19068,1389/05/18,39.8,13.3,26.55,,0,
19068,1389/05/19,39.8,14.3,27.05,,0,
19068,1389/05/20,39.4,14.7,27.05,,0,
19068,1389/05/21,39.9,13.5,26.7,,0,
19068,1389/05/22,38.5,14.7,26.6,,0,
19068,1389/05/23,39.8,18.4,29.1,,0,
19068,1389/05/24,39.3,17.2,28.25,,0,
19068,1389/05/25,39.4,14.8,27.1,,0,
19068,1389/05/26,39.6,16.4,28,,0,
19068,1389/05/27,39.4,12.9,26.15,,0,
19068,1389/05/28,40.4,13.8,27.1,,0,
19068,1389/05/29,42.8,12.7,27.75,,0,
19068,1389/05/30,42,13.2,27.6,,0,
19068,1389/05/31,41,13.2,27.1,,0,
19068,1389/06/01,39.3,12.2,25.75,,0,
19068,1389/06/02,41.2,13.6,27.4,,0,
19068,1389/06/03,40,12.9,26.45,,0,
19068,1389/06/04,38,11,24.5,,0,
19068,1389/06/05,37.4,12.2,24.8,,0,
19068,1389/06/06,36.7,14.2,25.45,,0,
